Year,Quarter,Month,Day,net profit,Revenue,net revenue,Tổng đơn hàng
2015,Qtr 2,April,17,945188.777241973,6489054.499999997,5937588.129999998,254
2015,Qtr 2,April,18,1651654.8670124258,7617060.899999995,7203832.309999995,261
2015,Qtr 2,April,19,1437570.8253991243,7018640.790000002,6523986.420000001,264
2015,Qtr 2,April,20,1979220.0205720798,9014852.27,8617019.789999997,352
2015,Qtr 2,April,21,2219539.1903951294,11265769.769999985,10900205.849999987,429
2015,Qtr 2,April,22,1829090.4363272085,9174393.290000003,8769026.360000001,370
2015,Qtr 2,April,23,1603240.0682490072,7548994.849999993,7404639.049999996,291
2015,Qtr 2,April,24,1422848.6458869209,6626962.34,6353823.900000001,281
2015,Qtr 2,April,25,2202883.3115961193,10050951.340000007,9617879.370000001,381
2015,Qtr 2,April,26,1657837.955584632,8508342.119999997,8242101.959999994,352
2015,Qtr 2,April,27,2197467.037645207,11252670.089999985,10931206.049999982,431
2015,Qtr 2,April,28,2966219.4312681197,14400693.459999999,13968142.330000002,555
2015,Qtr 2,April,29,2808759.8679556483,15325109.30000001,14812873.470000012,628
2015,Qtr 2,April,30,3096148.2536323373,15350511.910000006,14387436.560000006,546
2015,Qtr 2,May,1,2397743.956184238,11511656.88,11247638.350000001,469
2015,Qtr 2,May,2,1884200.8872265567,9014792.790000005,8613568.160000006,360
2015,Qtr 2,May,3,1549290.4127162588,7969771.97,7653469.360000001,315
2015,Qtr 2,May,4,780691.3820824815,4089194.2700000005,3868424.8799999994,132
2015,Qtr 2,May,5,1089180.672241528,4993358.479999998,4816718.489999998,175
2015,Qtr 2,May,6,1180503.2813902423,5940275.6599999955,5749051.179999995,201
2015,Qtr 2,May,7,1275258.3336641213,6423232.279999998,6063791.039999994,212
2015,Qtr 2,May,8,1070370.6429521262,4654167.529999999,4575044.999999998,171
2015,Qtr 2,May,9,906993.690132015,4185116.7799999993,4087383.8499999987,160
2015,Qtr 2,May,10,1175156.4045214162,5150049.0600000005,5003666.869999999,210
2015,Qtr 2,May,11,1367950.368815998,6763749.280000002,6626534.840000003,241
2015,Qtr 2,May,12,1392738.999433588,6877097.830000002,6601548.310000002,268
2015,Qtr 2,May,13,1678261.2877635113,8535148.24,8246139.520000001,314
2015,Qtr 2,May,14,1697805.2027666091,8453616.109999994,7940207.659999996,310
2015,Qtr 2,May,15,1348289.4691728703,6472647.3900000015,6234274.870000002,246
2015,Qtr 2,May,16,1258396.2623992765,6475041.820000002,6195942.400000005,246
2015,Qtr 2,May,17,1388732.301670956,6619890.709999994,6334950.009999997,254
2015,Qtr 2,May,18,1310160.7246543954,7070747.439999995,6762060.599999996,289
2015,Qtr 2,May,19,1561006.5911857185,8173675.990000006,7948285.270000005,340
2015,Qtr 2,May,20,2243519.4257305716,10957461.089999994,10498541.619999995,429
2015,Qtr 2,May,21,1926431.4290063377,9678848.899999997,9349979.02,357
2015,Qtr 2,May,22,1287445.1685647175,6849849.550000001,6642853.99,273
2015,Qtr 2,May,23,1043570.2574329961,5787862.23,5670095.61,242
2015,Qtr 2,May,24,1575816.0241670192,7804316.320000004,7484740.850000004,289
2015,Qtr 2,May,25,1156223.4075448168,6651051.74,6499814.550000001,257
2015,Qtr 2,May,26,1455964.1094231536,7312355.540000003,6930549.2600000035,288
2015,Qtr 2,May,27,2294557.165322879,11272519.899999997,10726627.899999995,426
2015,Qtr 2,May,28,2139964.6997525804,10931014.229999995,10567457.050000004,390
2015,Qtr 2,May,29,1409644.0135054754,7447410.35,7174192.27,302
2015,Qtr 2,May,30,2675375.1877137925,14558852.09000001,14108067.090000007,581
2015,Qtr 2,May,31,2639364.5576330214,12915063.72999999,12464841.759999989,526
2015,Qtr 2,June,1,2754727.5668799505,12794170.839999998,12361745.939999994,485
2015,Qtr 2,June,2,2148990.52971685,10424323.52,10079478.100000001,448
2015,Qtr 2,June,3,2691736.5459131235,13011621.189999998,12602335.78,499
2015,Qtr 2,June,4,771056.4061148858,4415523.529999999,4293723.63,142
2015,Qtr 2,June,5,1001584.8315899036,4692458.17,4385371.189999999,158
2015,Qtr 2,June,6,821810.6212507335,4514760.21,4386758.4,155
2015,Qtr 2,June,7,1083995.0158609508,4742491.530000002,4680339.610000002,163
2015,Qtr 2,June,8,1207575.43888257,6018074.299999998,5798487.219999999,199
2015,Qtr 2,June,9,1338329.689830511,7160335.460000006,6860641.890000005,260
2015,Qtr 2,June,10,1577406.6775504462,7146245.640000002,6843927.540000003,245
2015,Qtr 2,June,11,976956.1142249918,5181065.64,4928822.48,177
2015,Qtr 2,June,12,1442060.7901546701,6417271.090000002,6268706.5,218
2015,Qtr 2,June,13,1158775.2851953292,5105720.160000002,5015523.66,205
2015,Qtr 2,June,14,1573083.8230254252,7314855.28,7079714.380000001,240
2015,Qtr 2,June,15,1511030.3872027867,7251623.5299999975,6947250.559999998,270
2015,Qtr 2,June,16,1593651.6353288046,7919676.990000007,7730290.4600000065,311
2015,Qtr 2,June,17,1678480.4460897956,8514929.500000002,8306193.210000002,300
2015,Qtr 2,June,18,1372777.7971740407,6561476.719999997,6398650.869999997,220
2015,Qtr 2,June,19,1121754.7028543311,5363069.3500000015,5105238.299999998,206
2015,Qtr 2,June,20,1268193.5825010408,5715214.8900000015,5480795.000000001,218
2015,Qtr 2,June,21,1152627.1877552653,5755437.589999998,5531641.1899999995,228
2015,Qtr 2,June,22,1575523.794831267,8091120.750000004,7729438.120000005,269
2015,Qtr 2,June,23,1183804.2690354374,8039411.470000001,7530884.510000005,318
2015,Qtr 2,June,24,850614.2166968888,8168398.98,7591921.240000003,290
2015,Qtr 2,June,25,478400.8600249721,6403236.390000005,5867325.869999999,247
2015,Qtr 2,June,26,-68763.72551630161,5798691.210000002,4862615.94,243
2015,Qtr 2,June,27,-908150.4330821026,6019011.540000004,4559928.919999997,267
2015,Qtr 2,June,28,-962485.5194214376,7056450.490000002,5587183.000000002,324
2015,Qtr 2,June,29,-1584212.5542533402,10309872.720000012,8123459.020000008,525
2015,Qtr 2,June,30,-1636687.9022826485,10965508.979999987,8753762.820000004,557
2015,Qtr 3,July,1,-1398532.56530787,9512367.289999992,7447297.639999997,458
2015,Qtr 3,July,2,-1150303.3828883108,8648835.709999995,6785479.39,386
2015,Qtr 3,July,3,-874661.4720078693,6052612.12,4729478.110000003,274
2015,Qtr 3,July,4,-99293.48332429651,1184319.4299999997,963062.65,42
2015,Qtr 3,July,5,-375625.65487915813,2966146.589999997,2408663.67,115
2015,Qtr 3,July,6,-389964.13927372603,2493818.01,1918628.3400000003,122
2015,Qtr 3,July,7,-514444.5129416405,4198895.369999999,3329242.4,161
2015,Qtr 3,July,8,-695827.2490116959,4333446.86,3411035.9199999995,192
2015,Qtr 3,July,9,-823784.9193780727,6011409.459999996,4766059.250000001,227
2015,Qtr 3,July,10,-527777.0806804412,4021519.140000001,3190603.340000001,164
2015,Qtr 3,July,11,-584885.5627758622,3972393.9300000016,3102082.0899999985,168
2015,Qtr 3,July,12,-670263.117579789,4448769.619999999,3441354.2599999965,194
2015,Qtr 3,July,13,-601916.7554138764,4008119.02,3135164.2600000016,188
2015,Qtr 3,July,14,-707819.407777346,4582273.259999999,3595891.0200000014,215
2015,Qtr 3,July,15,-850105.3393646183,6312166.140000001,4850990.280000002,269
2015,Qtr 3,July,16,-800199.820734994,5384230.170000007,4171779.039999999,245
2015,Qtr 3,July,17,-639284.2739457549,3959318.169999999,3125592.9300000006,178
2015,Qtr 3,July,18,-643025.9669105057,4357523.5,3223606.53,182
2015,Qtr 3,July,19,38731.386696021254,4734057.300000003,4141665.310000001,200
2015,Qtr 3,July,20,323109.90124677395,4593431.520000006,4216024.040000001,201
2015,Qtr 3,July,21,672403.7563010665,6228520.360000001,5669942.360000002,240
2015,Qtr 3,July,22,1179307.0086988243,7061960.339999997,6703498.929999996,262
2015,Qtr 3,July,23,1168437.6733103541,6284870.360000003,6008185.880000002,241
2015,Qtr 3,July,24,932021.9509719355,4815209.729999999,4614457.069999999,183
2015,Qtr 3,July,25,873958.4457103988,4869837.460000003,4806571.360000002,173
2015,Qtr 3,July,26,876014.0140046241,5323996.739999998,5245209.0299999975,191
2015,Qtr 3,July,27,1165647.834607974,5620956.18,5458700.509999999,207
2015,Qtr 3,July,28,1268182.8866990297,6861391.4,6632834.779999998,281
2015,Qtr 3,July,29,1835212.8064136666,9492864.439999998,9125143.26,367
2015,Qtr 3,July,30,519321.66454542166,10425288.219999984,9947505.85999999,471
2015,Qtr 3,July,31,222656.17935113504,8254403.200000003,7946716.440000002,419
2015,Qtr 3,August,1,-363354.7221568113,7992372.160000002,7742805.740000003,403
2015,Qtr 3,August,2,-1200697.9482925634,5848404.230000002,5679492.310000002,357
2015,Qtr 3,August,3,-1691351.5311096981,4786867.119999997,4546644.289999996,298
2015,Qtr 3,August,4,-1221377.9301367872,2676021.1400000006,2516261.22,181
2015,Qtr 3,August,5,-1005099.6550489377,2998743.5399999996,2864354.5900000003,180
2015,Qtr 3,August,6,-1090070.1915525992,2558707.18,2472044.6900000004,148
2015,Qtr 3,August,7,-671708.2382451933,2026700.8900000001,1946597.5,115
2015,Qtr 3,August,8,-733499.8824120909,1709563.1399999994,1694963.1399999994,106
2015,Qtr 3,August,9,-754715.5631358931,2135063.3300000005,2090812.9200000009,122
2015,Qtr 3,August,10,-903678.2456445765,2341717.6100000003,2310361.1900000004,144
2015,Qtr 3,August,11,-1008786.4735422343,2447054.960000001,2360271.0900000003,164
2015,Qtr 3,August,12,-1311375.6038032772,3576130.9399999995,3432259.4199999995,260
2015,Qtr 3,August,13,-1014699.6456925138,2969096.8399999985,2769306.609999999,191
2015,Qtr 3,August,14,-1149227.336247166,2846184.63,2799867.8400000003,160
2015,Qtr 3,August,15,-1037654.2737674983,2655077.080000001,2527244.3300000005,169
2015,Qtr 3,August,16,-959289.0326093844,2851597.2900000005,2749535.3899999997,186
2015,Qtr 3,August,17,-739839.9371171512,2841783.6100000013,2657488.6100000003,177
2015,Qtr 3,August,18,-1298214.15204392,3827629.8100000005,3719551.140000001,234
2015,Qtr 3,August,19,-1347986.1302533555,4011729.9500000016,3823325.040000001,269
2015,Qtr 3,August,20,-1356409.9250330436,3554037.040000001,3350507.290000001,231
2015,Qtr 3,August,21,-1162347.3337133885,2874259.079999999,2715940.57,172
2015,Qtr 3,August,22,-874096.7677574883,2360405.7699999996,2262010.87,150
2015,Qtr 3,August,23,-1036386.4417640443,3003435.14,2871363.7000000016,201
2015,Qtr 3,August,24,-1189695.2177073767,2910907.0699999984,2779190.379999997,199
2015,Qtr 3,August,25,-1229716.626277565,3470416.2499999995,3376531.8600000003,227
2015,Qtr 3,August,26,-1475284.789200405,4058299.959999998,3851918.4099999988,267
2015,Qtr 3,August,27,-1227903.6510757157,3571973.760000002,3369241,245
2015,Qtr 3,August,28,-2494324.2992895674,8576503.129999999,8172710.990000001,599
2015,Qtr 3,August,29,-2550876.6904099225,7846484.25999999,7537301.629999989,541
2015,Qtr 3,August,30,-1970512.3947524254,7474111.3999999985,7029586.939999996,512
2015,Qtr 3,August,31,-2281726.227980552,8028105.959999999,7490640.75,509
2015,Qtr 3,September,1,-1509207.2103803088,6828719.500000006,6388503.700000005,446
2015,Qtr 3,September,2,-112439.13357907203,2200298.2600000007,1966454.200000001,99
2015,Qtr 3,September,3,-72238.0510979479,2827263.5400000014,2461743.0100000002,123
2015,Qtr 3,September,4,-6799.6224917477,3182835.8499999987,2806723.2000000007,125
2015,Qtr 3,September,5,-40581.876198695674,4060108.0400000005,3439049.4399999995,178
2015,Qtr 3,September,6,54385.00506695978,5806076.990000001,5116266.58,227
2015,Qtr 3,September,7,125255.46762391576,5427754.579999998,4634736.439999999,236
2015,Qtr 3,September,8,67941.8360510674,4292600.239999999,3758201.489999999,177
2015,Qtr 3,September,9,14796.892134472782,3647303.9000000013,3241324.440000002,178
2015,Qtr 3,September,10,-9928.061331367764,3775777.9699999997,3248948.899999999,176
2015,Qtr 3,September,11,61554.765990380445,5453194.829999999,4742479.239999998,229
2015,Qtr 3,September,12,60115.120794742885,4965745.869999998,4353015.700000001,239
2015,Qtr 3,September,13,130006.85732120766,6063850.749999999,5324239.360000001,259
2015,Qtr 3,September,14,99552.48853420038,5960869.359999998,5148486.820000004,245
2015,Qtr 3,September,15,96748.04862417895,4331953.379999998,3801520.999999997,191
2015,Qtr 3,September,16,52762.75009142894,4640044.700000001,3917486.9699999983,208
2015,Qtr 3,September,17,-7063.457771345482,4336709.459999998,3791020.0899999966,197
2015,Qtr 3,September,18,38947.13791205819,4654979.909999998,4051841.09,208
2015,Qtr 3,September,19,47868.67858545978,4873192.710000003,4311373.729999998,233
2015,Qtr 3,September,20,164458.66880214133,5995178.159999998,5118604.499999994,271
2015,Qtr 3,September,21,-36318.77716611899,5479249.9899999965,4738069.629999998,229
2015,Qtr 3,September,22,97699.11102319394,3989413.650000001,3388923.1700000004,182
2015,Qtr 3,September,23,-99307.63690323046,4521774.580000001,3914248.6999999993,195
2015,Qtr 3,September,24,-36138.89296290909,4990183.489999998,4341540.6,215
2015,Qtr 3,September,25,190694.90737331042,5533243.1,4755977.67,246
2015,Qtr 3,September,26,159931.2067878689,6652930.899999998,5734103.55,310
2015,Qtr 3,September,27,128288.4942589333,9561464.800000003,8356144.090000002,466
2015,Qtr 3,September,28,-104079.82469673491,8161672.800000002,7111008.929999999,376
2015,Qtr 3,September,29,200694.41773085366,7212220.119999999,6275955.659999992,343
2015,Qtr 3,September,30,180575.83557858688,6281304.929999999,5557900.499999998,284
2015,Qtr 4,October,1,364210.8516902196,5388594.67,4671891.599999999,230
2015,Qtr 4,October,2,368504.7469831981,2171539.5600000005,2130086.8900000006,92
2015,Qtr 4,October,3,806386.2838353933,4071748.8799999976,3892317.169999999,124
2015,Qtr 4,October,4,606847.029175843,3517392.9899999998,3268722.4200000004,141
2015,Qtr 4,October,5,821292.9892645857,4519963.700000001,4356711.940000001,180
2015,Qtr 4,October,6,771572.437195153,4195965.130000003,4086527.320000001,153
2015,Qtr 4,October,7,619361.6869902648,3426493.429999999,3408445.749999999,129
2015,Qtr 4,October,8,579511.2953497651,3233949.180000001,3162914.1700000013,118
2015,Qtr 4,October,9,584928.116112482,3267999.7400000016,3190510.670000002,125
2015,Qtr 4,October,10,682749.3351135826,3479524.429999999,3277087.719999999,123
2015,Qtr 4,October,11,684122.5085099211,3286486.3400000003,3122083.08,130
2015,Qtr 4,October,12,836389.2740839288,4966124.429999999,4789433.259999999,165
2015,Qtr 4,October,13,1057652.4014971808,5498991.169999994,5354312.109999996,207
2015,Qtr 4,October,14,720235.0586721853,3598787.4099999997,3234221.080000001,118
2015,Qtr 4,October,15,808147.1215401889,3786350.1100000003,3696679.19,157
2015,Qtr 4,October,16,835592.4174780492,3828089.5100000016,3751565.9500000016,157
2015,Qtr 4,October,17,736650.3142621896,3679976.079999999,3543794.679999999,156
2015,Qtr 4,October,18,896588.9137363689,4235369.0699999975,4128810.399999998,163
2015,Qtr 4,October,19,1186199.8359156763,6150586.070000002,6040738.720000003,234
2015,Qtr 4,October,20,1020395.5961302142,5225950.499999996,4903292.759999997,213
2015,Qtr 4,October,21,719964.0542785253,3889189.0900000003,3634332.269999999,148
2015,Qtr 4,October,22,670715.4414159819,3548590.939999997,3444759.8199999975,138
2015,Qtr 4,October,23,676578.7134704636,4231278.469999999,4183407.3599999994,152
2015,Qtr 4,October,24,843684.7202718058,3905884.8600000013,3660783.000000002,151
2015,Qtr 4,October,25,770802.1766449398,4371735.180000001,4230222.6099999985,174
2015,Qtr 4,October,26,1113881.831707996,5697591.260000004,5565714.100000003,246
2015,Qtr 4,October,27,1000852.9286330316,5287915.890000001,5162773.849999999,208
2015,Qtr 4,October,28,1328660.3103248316,7112965.340000003,6818715.840000003,328
2015,Qtr 4,October,29,1396261.9849550459,7534084.279999998,7265956.029999999,286
2015,Qtr 4,October,30,1317355.8652847805,7270250.000000003,6991703.750000001,269
2015,Qtr 4,October,31,1059689.0106281522,5859637.290000001,5756577.4300000025,226
2015,Qtr 4,November,1,1067436.249619906,5820146.469999996,5548155.959999996,240
2015,Qtr 4,November,2,469977.6906960244,2770297.659999999,2723696.1299999994,92
2015,Qtr 4,November,3,427433.8451572112,2095237.300000001,1950335.670000001,82
2015,Qtr 4,November,4,414180.8878801158,2658412.1599999983,2573011.829999999,96
2015,Qtr 4,November,5,445504.4418529107,2555996.5599999996,2470299.1099999994,101
2015,Qtr 4,November,6,574099.6051348909,3113759.4,3037083.3999999994,111
2015,Qtr 4,November,7,410535.9107995572,2523233.5200000005,2449981.3200000003,113
2015,Qtr 4,November,8,714569.8207858546,4307017.170000002,4127106.6000000015,147
2015,Qtr 4,November,9,652685.2432324358,3503420.6300000004,3233312.1700000004,138
2015,Qtr 4,November,10,622763.4150261275,3243587.8599999994,3187254.8199999994,118
2015,Qtr 4,November,11,478800.9906359046,2928494.89,2724983.1400000006,118
2015,Qtr 4,November,12,813190.67590193,3946939.6799999983,3817837.979999998,144
2015,Qtr 4,November,13,591843.7717827316,3151103.79,3108227.53,138
2015,Qtr 4,November,14,895707.8312074902,4396418.700000001,4241579.700000002,167
2015,Qtr 4,November,15,809843.8032465967,4354673.32,4173097.1800000016,194
2015,Qtr 4,November,16,758375.08855748,4352354.689999999,4219532.7,163
2015,Qtr 4,November,17,597377.6053161497,3078214.619999999,2919634.65,130
2015,Qtr 4,November,18,280475.02399135364,3270853.0800000005,2861625.190000001,132
2015,Qtr 4,November,19,-61249.937018540986,2940843.24,2637644.75,151
2015,Qtr 4,November,20,-307583.1198534346,3498886.59,2781634.540000001,167
2015,Qtr 4,November,21,-464360.30902316014,2321887.5100000007,1780133.6399999997,126
2015,Qtr 4,November,22,-696220.191272138,3081445.6999999997,2388436.65,141
2015,Qtr 4,November,23,-510118.5319552628,2392208.8900000006,1752462.34,122
2015,Qtr 4,November,24,-422562.848100804,2012490.7899999998,1549796.0699999998,109
2015,Qtr 4,November,25,-450175.82901328907,2038479.9099999992,1477920.33,125
2015,Qtr 4,November,26,-701406.6489791367,3397496.22,2595163.5400000005,189
2015,Qtr 4,November,27,-942768.7916919895,5248781.320000003,4120118.6400000015,345
2015,Qtr 4,November,28,-1199582.3366225406,5242623.0699999975,3948606.0299999984,329
2015,Qtr 4,November,29,-923566.5077745719,5018236.029999994,3859987.119999998,341
2015,Qtr 4,November,30,-845989.8706699425,4053302.2399999998,3100621.0300000003,269
2015,Qtr 4,December,1,-666694.0776420257,3243426.980000002,2503324.779999999,199
2015,Qtr 4,December,2,-220891.3583054347,953639.3499999999,737980.6800000002,44
2015,Qtr 4,December,3,-428420.91716915695,1856846.7400000002,1427277.7200000007,84
2015,Qtr 4,December,4,-418135.20779982826,2076429.7,1572435.3100000005,102
2015,Qtr 4,December,5,-458240.2030872331,2328017.4799999986,1763248.0999999992,119
2015,Qtr 4,December,6,-398185.6936569351,2059518.8199999998,1567839.2200000011,119
2015,Qtr 4,December,7,-509936.2429564638,2296639.410000001,1704701.0299999993,155
2015,Qtr 4,December,8,-512250.90958784835,2825717.9099999997,2048601.010000001,144
2015,Qtr 4,December,9,-340833.9105481866,1648123.409999999,1239671.6300000001,102
2015,Qtr 4,December,10,-607501.9104542573,2450848.0299999993,1877367.8099999996,124
2015,Qtr 4,December,11,-335796.1300728505,2032488.859999999,1596221.7300000004,131
2015,Qtr 4,December,12,-514433.47308942693,2904901.12,2300145.0800000015,159
2015,Qtr 4,December,13,-625592.9690875844,3459607.8299999977,2693405.72,191
2015,Qtr 4,December,14,-555099.0125383815,3277887.370000001,2583352.979999998,225
2015,Qtr 4,December,15,-637859.8609753739,3101561.7,2364425.8900000015,198
2015,Qtr 4,December,16,-517616.3587227445,2330468.609999999,1822070.77,174
2015,Qtr 4,December,17,-510721.2033877426,2688294.399999999,1997395.27,175
2015,Qtr 4,December,18,-625981.1083181578,2938869.0499999984,2182509.5099999993,201
2015,Qtr 4,December,19,-708682.1162417982,3001049.9700000007,2316023.0199999996,222
2015,Qtr 4,December,20,-857246.8922789168,3699153.5700000017,2691631.04,274
2015,Qtr 4,December,21,-1083489.6087180867,5091161.749999997,3892219.1400000025,346
2015,Qtr 4,December,22,-760920.06633382,3747806.709999998,2830269.129999999,263
2015,Qtr 4,December,23,-727208.7335313482,3707153.4400000023,2874778.240000001,266
2015,Qtr 4,December,24,-346150.39075963316,2409572,1868513.8000000007,159
2015,Qtr 4,December,25,-460922.6181935326,3237864.9399999967,2539626.699999998,216
2015,Qtr 4,December,26,-706743.5881676197,3675940.470000002,2834418.4699999993,286
2015,Qtr 4,December,27,-1005379.9298951032,5145607.440000002,3986028.9800000014,355
2015,Qtr 4,December,28,-1596291.5565658063,8206460.110000003,6340658.650000003,562
2015,Qtr 4,December,29,-1477459.1478175416,7935490.049999996,6060177.330000005,521
2015,Qtr 4,December,30,-1133248.7592766178,6028191.649999999,4610425.870000001,413
2015,Qtr 4,December,31,-907009.4416068216,6530756.480000001,5025868.32,402
2016,Qtr 1,January,1,-253357.78781440767,5865138.839999998,4954001.790000001,327
2016,Qtr 1,January,2,477290.29475732194,2642680.3799999994,2387769.03,98
2016,Qtr 1,January,3,561800.874480397,2750123.4700000007,2655791.730000001,101
2016,Qtr 1,January,4,497610.3949027708,2387837.9999999995,2282565.2699999996,90
2016,Qtr 1,January,5,298055.36787668196,1557710.0699999998,1466427.3100000003,56
2016,Qtr 1,January,6,414091.93794882024,2346720.2399999993,2281224.1599999997,73
2016,Qtr 1,January,7,471402.1324452187,2510851.9100000006,2418935.150000001,83
2016,Qtr 1,January,8,526810.3734592282,2767957.1899999995,2644546.769999999,97
2016,Qtr 1,January,9,572787.0674289168,3026961.3199999994,2953766.039999999,106
2016,Qtr 1,January,10,903850.8686919836,4129812.049999998,4045016.5899999975,140
2016,Qtr 1,January,11,640161.8915471594,3434076.6700000013,3373407.2100000014,121
2016,Qtr 1,January,12,501308.09300310176,2627637.47,2523024.4800000004,92
2016,Qtr 1,January,13,354487.5793970239,2278484.7999999993,2220294.45,81
2016,Qtr 1,January,14,535602.1979899604,3247398.4100000006,3190817.2099999995,115
2016,Qtr 1,January,15,526963.0679919086,3542499.4400000013,3336369.2000000025,124
2016,Qtr 1,January,16,696798.3786895882,3856871.3,3682829.33,143
2016,Qtr 1,January,17,731118.8296785823,4278861.8999999985,4095534.4799999977,158
2016,Qtr 1,January,18,678428.0564239586,4131863.4199999995,3934931.33,130
2016,Qtr 1,January,19,488765.3523273815,2818234.0300000017,2665428.3000000003,116
2016,Qtr 1,January,20,547350.1781595225,2842888.6600000006,2803079.330000001,110
2016,Qtr 1,January,21,668761.5169551325,4018174.8800000013,3885879.1100000013,136
2016,Qtr 1,January,22,644387.7622201927,3322730.3999999994,3183536.4399999995,133
2016,Qtr 1,January,23,667056.894216042,4019347.3200000008,3870704.010000001,146
2016,Qtr 1,January,24,806811.652316529,4752353.85,4428002.590000002,175
2016,Qtr 1,January,25,944085.7354614099,5064474.62,4809426.32,166
2016,Qtr 1,January,26,648008.4032441368,3548622.5999999996,3433852.1699999995,137
2016,Qtr 1,January,27,691678.4849126965,4728554.449999996,4498887.389999997,146
2016,Qtr 1,January,28,1165072.9670912889,6809428.119999997,6572441.139999997,255
2016,Qtr 1,January,29,915550.152846497,5075268.300000001,4772664.19,203
2016,Qtr 1,January,30,1362378.2723033715,6939092.699999997,6763628.539999997,249
2016,Qtr 1,January,31,1169708.746020011,6470536.550000001,6257780.090000001,256
2016,Qtr 1,February,1,1037578.2854817879,5252716.34,4947102.720000001,201
2016,Qtr 1,February,2,553467.6758303738,2966994.87,2945595.76,84
2016,Qtr 1,February,3,430758.32895686483,2273911.2,2228929.12,79
2016,Qtr 1,February,4,499150.8366354616,2850716.03,2773664.23,93
2016,Qtr 1,February,5,692247.9814739788,3728330.289999999,3565924.0799999996,128
2016,Qtr 1,February,6,766582.5678858028,4761862.279999998,4644492.399999999,157
2016,Qtr 1,February,7,819415.808447454,4032333.880000001,3742752.1100000013,171
2016,Qtr 1,February,8,724033.1185327771,3855847.15,3790815.2,153
2016,Qtr 1,February,9,676536.4264997502,3979641.1100000003,3806160.2800000003,125
2016,Qtr 1,February,10,675619.4896671282,3448601.239999999,3386017.4299999992,123
2016,Qtr 1,February,11,715985.3201357275,3748165.839999999,3695969.459999999,121
2016,Qtr 1,February,12,763894.3726226934,4035900.9299999992,3977977.7599999993,146
2016,Qtr 1,February,13,939791.098853118,4710154.439999999,4541267.559999999,169
2016,Qtr 1,February,14,889878.9191089696,5024627.0600000005,4812610.010000002,195
2016,Qtr 1,February,15,867863.3266194775,4588032.77,4466180.999999999,161
2016,Qtr 1,February,16,730758.4066085548,3941056.1200000015,3858115.4000000013,144
2016,Qtr 1,February,17,562672.4177739781,2962078.989999998,2857834.2399999984,126
2016,Qtr 1,February,18,687078.3323994577,4009498.499999998,3852095.479999997,156
2016,Qtr 1,February,19,896782.1108222416,4578038.6400000015,4383307.3100000005,150
2016,Qtr 1,February,20,990061.0456936428,5244304.889999998,5076661.609999998,175
2016,Qtr 1,February,21,925948.1409860591,4822155.52,4581020.980000001,193
2016,Qtr 1,February,22,844139.6031745201,4745000.540000001,4363826.3500000015,171
2016,Qtr 1,February,23,822592.3638058166,4550216.220000002,4378909.1400000015,160
2016,Qtr 1,February,24,1098572.1495634008,5804047.440000002,5633605.500000002,181
2016,Qtr 1,February,25,1411897.0529659763,7717016.660000006,7420897.790000006,281
2016,Qtr 1,February,26,1320782.9012268276,7106477.14,6989318.380000001,258
2016,Qtr 1,February,27,1538163.1025156332,6982088.329999999,6590158.459999999,245
2016,Qtr 1,February,28,951098.9985889535,5167233.589999999,4920914.969999999,204
2016,Qtr 1,February,29,668661.2310513956,3586825.04,3443909.7399999993,153
2016,Qtr 1,March,1,87260.1637371749,709982.7899999999,642551.59,26
2016,Qtr 1,March,2,232171.63733693963,1479744,1462618.15,45
2016,Qtr 1,March,3,364354.0844715087,2251060.0500000003,2087438.3199999996,84
2016,Qtr 1,March,4,467407.7710954836,2778579.7899999996,2676979.04,81
2016,Qtr 1,March,5,670846.0181517968,3496994.4699999983,3333955.7699999986,115
2016,Qtr 1,March,6,744109.0790034932,3501407.5100000007,3457759.0300000003,114
2016,Qtr 1,March,7,725589.0557898697,4301196.22,4121578.9500000016,148
2016,Qtr 1,March,8,859048.9058736719,4693887.340000001,4570282.040000001,163
2016,Qtr 1,March,9,930405.0549958199,5064570.760000002,4864173.0200000005,198
2016,Qtr 1,March,10,1367868.9442037444,7477979.13,7220529.659999999,246
2016,Qtr 1,March,11,1158534.415949249,6281759.309999999,6016362.549999999,207
2016,Qtr 1,March,12,808067.270792363,4705781.86,4536146.18,176
2016,Qtr 1,March,13,929673.1921589515,4655322.3100000005,4511250.340000002,165
2016,Qtr 1,March,14,1043500.1935289444,5220975.770000001,5066174.000000002,191
2016,Qtr 1,March,15,925066.5171292389,5352498.269999996,5190318.839999997,201
2016,Qtr 1,March,16,1184182.331741604,6426989.560000002,6176127.61,233
2016,Qtr 1,March,17,1745323.9716328871,8601333.910000004,8130139.540000002,315
2016,Qtr 1,March,18,1024000.3428570261,6943902.699999996,6740978.209999995,259
2016,Qtr 1,March,19,773390.5304337918,5920940.420000001,5628042.720000003,206
2016,Qtr 1,March,20,535496.8057524438,4783655.980000001,4400374.590000001,189
2016,Qtr 1,March,21,310635.97182561614,5641233.530000003,4972864.860000001,217
2016,Qtr 1,March,22,-143798.5401169151,5449314.629999996,4546677.699999999,242
2016,Qtr 1,March,23,-234334.35779108416,6086100.17,5209273.430000001,250
2016,Qtr 1,March,24,-192551.5263759381,7968928.419999994,6757682.180000012,347
2016,Qtr 1,March,25,-107315.35178078624,7054478.1800000025,5961395.670000002,294
