product_id,product_name,category,segment,order_status,order_count
1352,VietMode RP-44,Outdoor,Activewear,delivered,49
809,HanoiStreet RS-13,Outdoor,Premium,cancelled,49
2197,VietMotion MA-11,Casual,All-weather,cancelled,49
575,SaigonFlex UC-40,Streetwear,Everyday,cancelled,49
8,DragonWear MA-08,Casual,All-weather,cancelled,48
981,HanoiStreet UC-44,Streetwear,Everyday,created,48
1440,VietMode RP-32,Outdoor,Activewear,delivered,48
1022,HanoiStreet YY-23,GenZ,Trendy,cancelled,48
1740,SaigonCore RP-09,Outdoor,Activewear,delivered,48
954,HanoiStreet UC-17,Streetwear,Everyday,returned,48
636,SaigonFlex UC-01,Streetwear,Everyday,shipped,48
2092,UrbanVN UC-27,Streetwear,Everyday,cancelled,48
992,HanoiStreet UC-55,Streetwear,Everyday,paid,48
675,SaigonFlex UC-40,Streetwear,Everyday,returned,48
734,HanoiStreet RP-22,Outdoor,Activewear,created,48
729,HanoiStreet RP-17,Outdoor,Activewear,cancelled,48
2066,UrbanVN UC-01,Streetwear,Everyday,cancelled,48
735,HanoiStreet RP-23,Outdoor,Activewear,shipped,48
670,SaigonFlex UC-35,Streetwear,Everyday,cancelled,48
1859,SaigonCore YY-54,GenZ,Trendy,cancelled,48
1439,VietMode RP-31,Outdoor,Activewear,delivered,47
684,SaigonFlex UC-49,Streetwear,Everyday,cancelled,47
606,SaigonFlex UC-71,Streetwear,Everyday,returned,47
757,HanoiStreet RP-45,Outdoor,Activewear,paid,47
735,HanoiStreet RP-23,Outdoor,Activewear,paid,47
445,SaigonFlex UM-50,Streetwear,Balanced,paid,47
758,HanoiStreet RP-46,Outdoor,Activewear,paid,47
660,SaigonFlex UC-25,Streetwear,Everyday,returned,47
1566,VietMode RS-04,Outdoor,Premium,delivered,47
2192,VietMotion MA-06,Casual,All-weather,returned,47
246,LotusWear UR-18,Streetwear,Standard,delivered,47
1892,BambooCraft UC-11,Streetwear,Everyday,cancelled,47
1822,SaigonCore YY-17,GenZ,Trendy,delivered,47
516,SaigonFlex UE-04,Streetwear,Performance,cancelled,47
1201,MekongFit UC-03,Streetwear,Everyday,cancelled,47
1066,MekongFit RP-12,Outdoor,Activewear,returned,47
1909,UrbanVN MA-02,Casual,All-weather,cancelled,47
796,HanoiStreet RP-84,Outdoor,Activewear,cancelled,47
2222,VietMotion RP-19,Outdoor,Activewear,cancelled,47
311,LotusWear UE-32,Streetwear,Performance,delivered,47
574,SaigonFlex UC-39,Streetwear,Everyday,cancelled,47
573,SaigonFlex UC-38,Streetwear,Everyday,cancelled,47
2219,VietMotion RP-16,Outdoor,Activewear,shipped,46
495,SaigonFlex UM-00,Streetwear,Balanced,cancelled,46
2295,VietMotion UM-10,Streetwear,Balanced,returned,46
2387,VietMotion UC-35,Streetwear,Everyday,paid,46
1840,SaigonCore YY-35,GenZ,Trendy,delivered,46
1763,SaigonCore UR-09,Streetwear,Standard,delivered,46
1995,UrbanVN UM-02,Streetwear,Balanced,paid,46
1053,MekongFit MA-11,Casual,All-weather,created,46
1006,HanoiStreet YY-07,GenZ,Trendy,cancelled,46
1947,UrbanVN RP-22,Outdoor,Activewear,delivered,46
2151,PhoenixWear UE-04,Streetwear,Performance,delivered,46
1699,NamStyle YY-10,GenZ,Trendy,delivered,46
2280,VietMotion RS-13,Outdoor,Premium,shipped,46
1391,VietMode RP-83,Outdoor,Activewear,returned,46
625,SaigonFlex UC-90,Streetwear,Everyday,delivered,46
770,HanoiStreet RP-58,Outdoor,Activewear,cancelled,46
2067,UrbanVN UC-02,Streetwear,Everyday,returned,46
1086,MekongFit RP-32,Outdoor,Activewear,created,45
306,LotusWear UE-27,Streetwear,Performance,delivered,45
2396,VietMotion YY-05,GenZ,Trendy,created,45
559,SaigonFlex UC-24,Streetwear,Everyday,shipped,45
569,SaigonFlex UC-34,Streetwear,Everyday,delivered,45
2082,UrbanVN UC-17,Streetwear,Everyday,cancelled,45
13,DragonWear MA-13,Casual,All-weather,delivered,45
899,HanoiStreet UE-08,Streetwear,Performance,delivered,45
588,SaigonFlex UC-53,Streetwear,Everyday,delivered,45
2214,VietMotion RP-11,Outdoor,Activewear,shipped,45
794,HanoiStreet RP-82,Outdoor,Activewear,created,45
1052,MekongFit MA-10,Casual,All-weather,cancelled,45
243,LotusWear UR-15,Streetwear,Standard,delivered,45
762,HanoiStreet RP-50,Outdoor,Activewear,created,45
1812,SaigonCore YY-07,GenZ,Trendy,delivered,44
371,LotusWear UE-92,Streetwear,Performance,delivered,44
1305,VietMode MA-41,Casual,All-weather,delivered,44
1197,MekongFit UE-33,Streetwear,Performance,delivered,44
1065,MekongFit RP-11,Outdoor,Activewear,returned,44
1120,MekongFit RS-08,Outdoor,Premium,returned,44
726,HanoiStreet RP-14,Outdoor,Activewear,shipped,44
1958,UrbanVN RP-33,Outdoor,Activewear,cancelled,44
2240,VietMotion RP-37,Outdoor,Activewear,cancelled,44
2214,VietMotion RP-11,Outdoor,Activewear,paid,44
779,HanoiStreet RP-67,Outdoor,Activewear,shipped,44
2115,PhoenixWear UM-06,Streetwear,Balanced,delivered,44
746,HanoiStreet RP-34,Outdoor,Activewear,cancelled,44
930,HanoiStreet UE-39,Streetwear,Performance,cancelled,44
671,SaigonFlex UC-36,Streetwear,Everyday,returned,44
2336,VietMotion UE-10,Streetwear,Performance,cancelled,44
273,LotusWear UR-45,Streetwear,Standard,delivered,44
1946,UrbanVN RP-21,Outdoor,Activewear,delivered,44
1217,MekongFit UC-19,Streetwear,Everyday,returned,44
736,HanoiStreet RP-24,Outdoor,Activewear,paid,43
1741,SaigonCore RP-10,Outdoor,Activewear,delivered,43
1215,MekongFit UC-17,Streetwear,Everyday,returned,43
1057,MekongFit RP-03,Outdoor,Activewear,returned,43
2215,VietMotion RP-12,Outdoor,Activewear,shipped,43
1203,MekongFit UC-05,Streetwear,Everyday,returned,43
2237,VietMotion RP-34,Outdoor,Activewear,paid,43
2138,PhoenixWear UR-14,Streetwear,Standard,returned,43
1180,MekongFit UE-16,Streetwear,Performance,returned,43
768,HanoiStreet RP-56,Outdoor,Activewear,paid,43
274,LotusWear UR-46,Streetwear,Standard,delivered,43
589,SaigonFlex UC-54,Streetwear,Everyday,cancelled,43
965,HanoiStreet UC-28,Streetwear,Everyday,shipped,43
966,HanoiStreet UC-29,Streetwear,Everyday,paid,43
2234,VietMotion RP-31,Outdoor,Activewear,shipped,43
1043,MekongFit MA-01,Casual,All-weather,cancelled,43
2402,VietMotion YY-11,GenZ,Trendy,returned,43
1299,VietMode MA-35,Casual,All-weather,delivered,43
2403,VietMotion YY-12,GenZ,Trendy,cancelled,43
770,HanoiStreet RP-58,Outdoor,Activewear,returned,43
780,HanoiStreet RP-68,Outdoor,Activewear,shipped,42
1692,NamStyle YY-03,GenZ,Trendy,delivered,42
2149,PhoenixWear UE-02,Streetwear,Performance,delivered,42
715,HanoiStreet RP-03,Outdoor,Activewear,returned,42
467,SaigonFlex UM-72,Streetwear,Balanced,paid,42
657,SaigonFlex UC-22,Streetwear,Everyday,paid,42
1017,HanoiStreet YY-18,GenZ,Trendy,returned,42
854,HanoiStreet UM-38,Streetwear,Balanced,returned,42
2269,VietMotion RS-02,Outdoor,Premium,created,42
689,SaigonFlex UC-54,Streetwear,Everyday,shipped,42
1139,MekongFit UM-16,Streetwear,Balanced,cancelled,42
2387,VietMotion UC-35,Streetwear,Everyday,shipped,42
488,SaigonFlex UM-93,Streetwear,Balanced,returned,42
964,HanoiStreet UC-27,Streetwear,Everyday,shipped,42
1899,BambooCraft UC-18,Streetwear,Everyday,delivered,42
2284,VietMotion RS-17,Outdoor,Premium,paid,42
1483,VietMode RP-75,Outdoor,Activewear,cancelled,42
472,SaigonFlex UM-77,Streetwear,Balanced,returned,42
415,SaigonFlex UM-20,Streetwear,Balanced,cancelled,42
2204,VietMotion RP-01,Outdoor,Activewear,returned,42
2199,VietMotion MA-13,Casual,All-weather,returned,42
428,SaigonFlex UM-33,Streetwear,Balanced,cancelled,42
1821,SaigonCore YY-16,GenZ,Trendy,delivered,42
1178,MekongFit UE-14,Streetwear,Performance,returned,41
1883,BambooCraft UC-02,Streetwear,Everyday,delivered,41
725,HanoiStreet RP-13,Outdoor,Activewear,paid,41
2189,VietMotion MA-03,Casual,All-weather,cancelled,41
2207,VietMotion RP-04,Outdoor,Activewear,paid,41
1220,MekongFit UC-22,Streetwear,Everyday,delivered,41
2343,VietMotion UE-17,Streetwear,Performance,paid,41
202,IndigoViet UM-04,Streetwear,Balanced,cancelled,41
193,DragonWear UC-05,Streetwear,Everyday,delivered,41
595,SaigonFlex UC-60,Streetwear,Everyday,cancelled,41
605,SaigonFlex UC-70,Streetwear,Everyday,shipped,41
2022,UrbanVN UR-25,Streetwear,Standard,delivered,41
445,SaigonFlex UM-50,Streetwear,Balanced,shipped,41
2371,VietMotion UC-19,Streetwear,Everyday,cancelled,41
38,DragonWear MA-38,Casual,All-weather,delivered,41
699,HanoiStreet MA-06,Casual,All-weather,cancelled,41
800,HanoiStreet RS-04,Outdoor,Premium,cancelled,41
2388,VietMotion UC-36,Streetwear,Everyday,created,41
615,SaigonFlex UC-80,Streetwear,Everyday,shipped,41
1646,VietMode RS-84,Outdoor,Premium,delivered,41
103,DragonWear UM-30,Streetwear,Balanced,cancelled,41
1095,MekongFit RP-41,Outdoor,Activewear,cancelled,41
1789,SaigonCore UE-24,Streetwear,Performance,delivered,41
780,HanoiStreet RP-68,Outdoor,Activewear,paid,41
1832,SaigonCore YY-27,GenZ,Trendy,delivered,41
716,HanoiStreet RP-04,Outdoor,Activewear,returned,40
1313,VietMode RP-05,Outdoor,Activewear,delivered,40
1916,UrbanVN MA-09,Casual,All-weather,shipped,40
596,SaigonFlex UC-61,Streetwear,Everyday,shipped,40
385,LotusWear UE-06,Streetwear,Performance,delivered,40
2284,VietMotion RS-17,Outdoor,Premium,shipped,40
965,HanoiStreet UC-28,Streetwear,Everyday,paid,40
227,LotusWear UM-05,Streetwear,Balanced,delivered,40
407,SaigonFlex UM-12,Streetwear,Balanced,paid,40
808,HanoiStreet RS-12,Outdoor,Premium,shipped,40
657,SaigonFlex UC-22,Streetwear,Everyday,shipped,40
1175,MekongFit UE-11,Streetwear,Performance,shipped,40
1118,MekongFit RS-06,Outdoor,Premium,cancelled,40
505,SaigonFlex UM-10,Streetwear,Balanced,delivered,40
649,SaigonFlex UC-14,Streetwear,Everyday,delivered,40
292,LotusWear UE-13,Streetwear,Performance,delivered,40
2150,PhoenixWear UE-03,Streetwear,Performance,cancelled,40
769,HanoiStreet RP-57,Outdoor,Activewear,returned,40
471,SaigonFlex UM-76,Streetwear,Balanced,cancelled,40
805,HanoiStreet RS-09,Outdoor,Premium,delivered,40
1392,VietMode RP-84,Outdoor,Activewear,returned,40
647,SaigonFlex UC-12,Streetwear,Everyday,shipped,40
1075,MekongFit RP-21,Outdoor,Activewear,delivered,40
1229,MekongFit UC-31,Streetwear,Everyday,paid,40
2275,VietMotion RS-08,Outdoor,Premium,created,40
1473,VietMode RP-65,Outdoor,Activewear,delivered,40
174,DragonWear UE-02,Streetwear,Performance,delivered,40
461,SaigonFlex UM-66,Streetwear,Balanced,returned,40
375,LotusWear UE-96,Streetwear,Performance,delivered,40
1590,VietMode RS-28,Outdoor,Premium,delivered,40
2394,VietMotion YY-03,GenZ,Trendy,paid,40
2206,VietMotion RP-03,Outdoor,Activewear,paid,39
1489,VietMode RP-81,Outdoor,Activewear,cancelled,39
2241,VietMotion RP-38,Outdoor,Activewear,returned,39
2223,VietMotion RP-20,Outdoor,Activewear,returned,39
1819,SaigonCore YY-14,GenZ,Trendy,cancelled,39
908,HanoiStreet UE-17,Streetwear,Performance,returned,39
1227,MekongFit UC-29,Streetwear,Everyday,cancelled,39
2387,VietMotion UC-35,Streetwear,Everyday,created,39
787,HanoiStreet RP-75,Outdoor,Activewear,cancelled,39
512,SaigonFlex UR-01,Streetwear,Standard,returned,39
1474,VietMode RP-66,Outdoor,Activewear,delivered,39
86,DragonWear UM-13,Streetwear,Balanced,delivered,39
642,SaigonFlex UC-07,Streetwear,Everyday,cancelled,39
2280,VietMotion RS-13,Outdoor,Premium,paid,39
2074,UrbanVN UC-09,Streetwear,Everyday,cancelled,39
577,SaigonFlex UC-42,Streetwear,Everyday,returned,39
2253,VietMotion RP-50,Outdoor,Activewear,paid,39
1076,MekongFit RP-22,Outdoor,Activewear,delivered,39
456,SaigonFlex UM-61,Streetwear,Balanced,cancelled,39
1396,VietMode RP-88,Outdoor,Activewear,delivered,39
2277,VietMotion RS-10,Outdoor,Premium,shipped,39
939,HanoiStreet UC-02,Streetwear,Everyday,shipped,39
565,SaigonFlex UC-30,Streetwear,Everyday,returned,39
2235,VietMotion RP-32,Outdoor,Activewear,shipped,39
2042,UrbanVN UE-02,Streetwear,Performance,delivered,39
2352,VietMotion UE-26,Streetwear,Performance,returned,39
691,SaigonFlex UC-56,Streetwear,Everyday,cancelled,39
2169,PhoenixWear UE-22,Streetwear,Performance,cancelled,39
757,HanoiStreet RP-45,Outdoor,Activewear,shipped,38
499,SaigonFlex UM-04,Streetwear,Balanced,shipped,38
1131,MekongFit UM-08,Streetwear,Balanced,cancelled,38
1830,SaigonCore YY-25,GenZ,Trendy,returned,38
433,SaigonFlex UM-38,Streetwear,Balanced,created,38
2369,VietMotion UC-17,Streetwear,Everyday,cancelled,38
447,SaigonFlex UM-52,Streetwear,Balanced,cancelled,38
963,HanoiStreet UC-26,Streetwear,Everyday,cancelled,38
2360,VietMotion UC-08,Streetwear,Everyday,cancelled,38
502,SaigonFlex UM-07,Streetwear,Balanced,returned,38
2385,VietMotion UC-33,Streetwear,Everyday,returned,38
2393,VietMotion YY-02,GenZ,Trendy,returned,38
2380,VietMotion UC-28,Streetwear,Everyday,shipped,38
1681,VietMode UE-11,Streetwear,Performance,delivered,38
1852,SaigonCore YY-47,GenZ,Trendy,returned,38
2046,UrbanVN UE-06,Streetwear,Performance,delivered,38
862,HanoiStreet UR-08,Streetwear,Standard,cancelled,38
1395,VietMode RP-87,Outdoor,Activewear,delivered,38
586,SaigonFlex UC-51,Streetwear,Everyday,returned,38
1994,UrbanVN UM-01,Streetwear,Balanced,returned,38
1990,UrbanVN RS-09,Outdoor,Premium,cancelled,38
2286,VietMotion UM-01,Streetwear,Balanced,cancelled,38
1908,UrbanVN MA-01,Casual,All-weather,cancelled,38
1926,UrbanVN RP-01,Outdoor,Activewear,cancelled,38
608,SaigonFlex UC-73,Streetwear,Everyday,delivered,38
779,HanoiStreet RP-67,Outdoor,Activewear,paid,38
647,SaigonFlex UC-12,Streetwear,Everyday,paid,38
2218,VietMotion RP-15,Outdoor,Activewear,created,38
1861,SaigonCore YY-56,GenZ,Trendy,delivered,38
1751,SaigonCore UM-03,Streetwear,Balanced,delivered,38
758,HanoiStreet RP-46,Outdoor,Activewear,shipped,38
244,LotusWear UR-16,Streetwear,Standard,delivered,38
1752,SaigonCore UM-04,Streetwear,Balanced,delivered,38
2226,VietMotion RP-23,Outdoor,Activewear,delivered,38
1584,VietMode RS-22,Outdoor,Premium,delivered,38
2222,VietMotion RP-19,Outdoor,Activewear,returned,38
990,HanoiStreet UC-53,Streetwear,Everyday,paid,37
1078,MekongFit RP-24,Outdoor,Activewear,returned,37
1129,MekongFit UM-06,Streetwear,Balanced,paid,37
1963,UrbanVN RP-38,Outdoor,Activewear,returned,37
790,HanoiStreet RP-78,Outdoor,Activewear,cancelled,37
1870,BambooCraft UM-08,Streetwear,Balanced,delivered,37
686,SaigonFlex UC-51,Streetwear,Everyday,cancelled,37
532,SaigonFlex UE-20,Streetwear,Performance,delivered,37
585,SaigonFlex UC-50,Streetwear,Everyday,shipped,37
400,SaigonFlex UM-05,Streetwear,Balanced,shipped,37
2241,VietMotion RP-38,Outdoor,Activewear,cancelled,37
2205,VietMotion RP-02,Outdoor,Activewear,returned,37
1916,UrbanVN MA-09,Casual,All-weather,paid,37
304,LotusWear UE-25,Streetwear,Performance,delivered,37
1096,MekongFit RP-42,Outdoor,Activewear,cancelled,37
2097,UrbanVN YY-01,GenZ,Trendy,cancelled,37
949,HanoiStreet UC-12,Streetwear,Everyday,delivered,37
1650,VietMode RS-88,Outdoor,Premium,delivered,37
729,HanoiStreet RP-17,Outdoor,Activewear,returned,37
2049,UrbanVN UE-09,Streetwear,Performance,cancelled,37
431,SaigonFlex UM-36,Streetwear,Balanced,cancelled,37
2380,VietMotion UC-28,Streetwear,Everyday,paid,36
1402,VietMode RP-94,Outdoor,Activewear,delivered,36
808,HanoiStreet RS-12,Outdoor,Premium,paid,36
2237,VietMotion RP-34,Outdoor,Activewear,shipped,36
2238,VietMotion RP-35,Outdoor,Activewear,shipped,36
2236,VietMotion RP-33,Outdoor,Activewear,paid,36
690,SaigonFlex UC-55,Streetwear,Everyday,created,36
2206,VietMotion RP-03,Outdoor,Activewear,shipped,36
2083,UrbanVN UC-18,Streetwear,Everyday,cancelled,36
1991,UrbanVN RS-10,Outdoor,Premium,cancelled,36
1109,MekongFit RP-55,Outdoor,Activewear,cancelled,36
2219,VietMotion RP-16,Outdoor,Activewear,created,36
2207,VietMotion RP-04,Outdoor,Activewear,shipped,36
2047,UrbanVN UE-07,Streetwear,Performance,cancelled,36
1093,MekongFit RP-39,Outdoor,Activewear,returned,36
2254,VietMotion RP-51,Outdoor,Activewear,created,36
190,DragonWear UC-02,Streetwear,Everyday,delivered,36
1596,VietMode RS-34,Outdoor,Premium,delivered,36
804,HanoiStreet RS-08,Outdoor,Premium,returned,36
2374,VietMotion UC-22,Streetwear,Everyday,cancelled,36
2227,VietMotion RP-24,Outdoor,Activewear,delivered,36
2081,UrbanVN UC-16,Streetwear,Everyday,cancelled,36
635,SaigonFlex UC-00,Streetwear,Everyday,created,36
768,HanoiStreet RP-56,Outdoor,Activewear,shipped,36
2173,PhoenixWear UC-03,Streetwear,Everyday,delivered,36
1364,VietMode RP-56,Outdoor,Activewear,delivered,36
493,SaigonFlex UM-98,Streetwear,Balanced,cancelled,36
1875,BambooCraft UM-13,Streetwear,Balanced,cancelled,36
1818,SaigonCore YY-13,GenZ,Trendy,returned,36
1819,SaigonCore YY-14,GenZ,Trendy,returned,36
1755,SaigonCore UR-01,Streetwear,Standard,delivered,36
605,SaigonFlex UC-70,Streetwear,Everyday,paid,36
2071,UrbanVN UC-06,Streetwear,Everyday,shipped,36
2070,UrbanVN UC-05,Streetwear,Everyday,cancelled,36
21,DragonWear MA-21,Casual,All-weather,delivered,35
1129,MekongFit UM-06,Streetwear,Balanced,shipped,35
1790,SaigonCore UE-25,Streetwear,Performance,delivered,35
1115,MekongFit RS-03,Outdoor,Premium,paid,35
650,SaigonFlex UC-15,Streetwear,Everyday,shipped,35
1170,MekongFit UE-06,Streetwear,Performance,cancelled,35
1389,VietMode RP-81,Outdoor,Activewear,delivered,35
1909,UrbanVN MA-02,Casual,All-weather,returned,35
177,DragonWear UE-05,Streetwear,Performance,delivered,35
2367,VietMotion UC-15,Streetwear,Everyday,returned,35
1894,BambooCraft UC-13,Streetwear,Everyday,delivered,35
1808,SaigonCore YY-03,GenZ,Trendy,delivered,35
2077,UrbanVN UC-12,Streetwear,Everyday,cancelled,35
1363,VietMode RP-55,Outdoor,Activewear,delivered,35
2250,VietMotion RP-47,Outdoor,Activewear,returned,35
1272,VietMode MA-08,Casual,All-weather,delivered,35
1800,SaigonCore UC-06,Streetwear,Everyday,delivered,35
2376,VietMotion UC-24,Streetwear,Everyday,shipped,35
183,DragonWear UE-11,Streetwear,Performance,cancelled,35
407,SaigonFlex UM-12,Streetwear,Balanced,created,35
2251,VietMotion RP-48,Outdoor,Activewear,returned,35
2239,VietMotion RP-36,Outdoor,Activewear,paid,35
1061,MekongFit RP-07,Outdoor,Activewear,shipped,35
2238,VietMotion RP-35,Outdoor,Activewear,paid,35
580,SaigonFlex UC-45,Streetwear,Everyday,paid,35
2234,VietMotion RP-31,Outdoor,Activewear,paid,35
1358,VietMode RP-50,Outdoor,Activewear,delivered,35
2171,PhoenixWear UC-01,Streetwear,Everyday,cancelled,34
1098,MekongFit RP-44,Outdoor,Activewear,shipped,34
1105,MekongFit RP-51,Outdoor,Activewear,cancelled,34
143,DragonWear UR-14,Streetwear,Standard,delivered,34
745,HanoiStreet RP-33,Outdoor,Activewear,cancelled,34
1184,MekongFit UE-20,Streetwear,Performance,delivered,34
676,SaigonFlex UC-41,Streetwear,Everyday,created,34
1353,VietMode RP-45,Outdoor,Activewear,delivered,34
990,HanoiStreet UC-53,Streetwear,Everyday,shipped,34
206,IndigoViet UM-08,Streetwear,Balanced,returned,34
2394,VietMotion YY-03,GenZ,Trendy,shipped,34
763,HanoiStreet RP-51,Outdoor,Activewear,created,34
1775,SaigonCore UE-10,Streetwear,Performance,delivered,34
496,SaigonFlex UM-01,Streetwear,Balanced,created,34
1228,MekongFit UC-30,Streetwear,Everyday,returned,34
2199,VietMotion MA-13,Casual,All-weather,shipped,34
1912,UrbanVN MA-05,Casual,All-weather,returned,34
1223,MekongFit UC-25,Streetwear,Everyday,shipped,34
930,HanoiStreet UE-39,Streetwear,Performance,returned,34
1046,MekongFit MA-04,Casual,All-weather,delivered,34
409,SaigonFlex UM-14,Streetwear,Balanced,paid,34
1357,VietMode RP-49,Outdoor,Activewear,delivered,34
2253,VietMotion RP-50,Outdoor,Activewear,shipped,34
2132,PhoenixWear UR-08,Streetwear,Standard,cancelled,34
819,HanoiStreet UM-03,Streetwear,Balanced,shipped,34
1183,MekongFit UE-19,Streetwear,Performance,returned,34
1110,MekongFit RP-56,Outdoor,Activewear,cancelled,34
1172,MekongFit UE-08,Streetwear,Performance,shipped,34
2336,VietMotion UE-10,Streetwear,Performance,returned,34
966,HanoiStreet UC-29,Streetwear,Everyday,shipped,34
967,HanoiStreet UC-30,Streetwear,Everyday,shipped,34
1434,VietMode RP-26,Outdoor,Activewear,returned,34
1951,UrbanVN RP-26,Outdoor,Activewear,delivered,34
2074,UrbanVN UC-09,Streetwear,Everyday,returned,33
1171,MekongFit UE-07,Streetwear,Performance,created,33
767,HanoiStreet RP-55,Outdoor,Activewear,shipped,33
554,SaigonFlex UC-19,Streetwear,Everyday,delivered,33
548,SaigonFlex UC-13,Streetwear,Everyday,created,33
1484,VietMode RP-76,Outdoor,Activewear,cancelled,33
2159,PhoenixWear UE-12,Streetwear,Performance,delivered,33
1676,VietMode UE-06,Streetwear,Performance,delivered,33
641,SaigonFlex UC-06,Streetwear,Everyday,shipped,33
1348,VietMode RP-40,Outdoor,Activewear,cancelled,33
573,SaigonFlex UC-38,Streetwear,Everyday,returned,33
2235,VietMotion RP-32,Outdoor,Activewear,paid,33
1223,MekongFit UC-25,Streetwear,Everyday,paid,33
420,SaigonFlex UM-25,Streetwear,Balanced,cancelled,33
398,SaigonFlex UM-03,Streetwear,Balanced,delivered,33
674,SaigonFlex UC-39,Streetwear,Everyday,created,33
1927,UrbanVN RP-02,Outdoor,Activewear,cancelled,33
563,SaigonFlex UC-28,Streetwear,Everyday,cancelled,33
1009,HanoiStreet YY-10,GenZ,Trendy,created,33
412,SaigonFlex UM-17,Streetwear,Balanced,cancelled,33
591,SaigonFlex UC-56,Streetwear,Everyday,cancelled,33
1271,VietMode MA-07,Casual,All-weather,delivered,33
908,HanoiStreet UE-17,Streetwear,Performance,paid,33
511,SaigonFlex UM-16,Streetwear,Balanced,delivered,33
401,SaigonFlex UM-06,Streetwear,Balanced,delivered,33
782,HanoiStreet RP-70,Outdoor,Activewear,created,33
1781,SaigonCore UE-16,Streetwear,Performance,delivered,33
1406,VietMode RP-98,Outdoor,Activewear,delivered,33
964,HanoiStreet UC-27,Streetwear,Everyday,paid,32
2145,PhoenixWear UR-21,Streetwear,Standard,cancelled,32
1496,VietMode RP-88,Outdoor,Activewear,cancelled,32
2212,VietMotion RP-09,Outdoor,Activewear,created,32
432,SaigonFlex UM-37,Streetwear,Balanced,paid,32
2150,PhoenixWear UE-03,Streetwear,Performance,returned,32
1094,MekongFit RP-40,Outdoor,Activewear,returned,32
550,SaigonFlex UC-15,Streetwear,Everyday,cancelled,32
2225,VietMotion RP-22,Outdoor,Activewear,created,32
1187,MekongFit UE-23,Streetwear,Performance,shipped,32
1104,MekongFit RP-50,Outdoor,Activewear,cancelled,32
1103,MekongFit RP-49,Outdoor,Activewear,cancelled,32
950,HanoiStreet UC-13,Streetwear,Everyday,delivered,32
93,DragonWear UM-20,Streetwear,Balanced,returned,32
305,LotusWear UE-26,Streetwear,Performance,delivered,32
1772,SaigonCore UE-07,Streetwear,Performance,delivered,32
36,DragonWear MA-36,Casual,All-weather,cancelled,32
653,SaigonFlex UC-18,Streetwear,Everyday,cancelled,32
895,HanoiStreet UE-04,Streetwear,Performance,cancelled,32
1060,MekongFit RP-06,Outdoor,Activewear,returned,32
407,SaigonFlex UM-12,Streetwear,Balanced,shipped,32
2252,VietMotion RP-49,Outdoor,Activewear,shipped,32
1453,VietMode RP-45,Outdoor,Activewear,cancelled,32
566,SaigonFlex UC-31,Streetwear,Everyday,cancelled,32
736,HanoiStreet RP-24,Outdoor,Activewear,shipped,32
418,SaigonFlex UM-23,Streetwear,Balanced,returned,32
1212,MekongFit UC-14,Streetwear,Everyday,shipped,32
1495,VietMode RP-87,Outdoor,Activewear,cancelled,32
1062,MekongFit RP-08,Outdoor,Activewear,paid,32
1936,UrbanVN RP-11,Outdoor,Activewear,cancelled,32
2106,PhoenixWear MA-05,Casual,All-weather,delivered,32
1546,VietMode RP-38,Outdoor,Activewear,delivered,32
1174,MekongFit UE-10,Streetwear,Performance,cancelled,32
1401,VietMode RP-93,Outdoor,Activewear,delivered,32
2093,UrbanVN UC-28,Streetwear,Everyday,cancelled,32
656,SaigonFlex UC-21,Streetwear,Everyday,cancelled,32
1390,VietMode RP-82,Outdoor,Activewear,delivered,32
1722,NamStyle YY-33,GenZ,Trendy,cancelled,32
767,HanoiStreet RP-55,Outdoor,Activewear,paid,32
8,DragonWear MA-08,Casual,All-weather,returned,32
1341,VietMode RP-33,Outdoor,Activewear,delivered,31
1962,UrbanVN RP-37,Outdoor,Activewear,returned,31
985,HanoiStreet UC-48,Streetwear,Everyday,cancelled,31
803,HanoiStreet RS-07,Outdoor,Premium,cancelled,31
1975,UrbanVN RP-50,Outdoor,Activewear,shipped,31
1155,MekongFit UR-12,Streetwear,Standard,returned,31
615,SaigonFlex UC-80,Streetwear,Everyday,created,31
457,SaigonFlex UM-62,Streetwear,Balanced,returned,31
1433,VietMode RP-25,Outdoor,Activewear,returned,31
2092,UrbanVN UC-27,Streetwear,Everyday,returned,31
3,DragonWear MA-03,Casual,All-weather,returned,31
9,DragonWear MA-09,Casual,All-weather,cancelled,31
764,HanoiStreet RP-52,Outdoor,Activewear,created,31
481,SaigonFlex UM-86,Streetwear,Balanced,delivered,31
2056,UrbanVN UE-16,Streetwear,Performance,shipped,31
249,LotusWear UR-21,Streetwear,Standard,delivered,31
2184,PhoenixWear UC-14,Streetwear,Everyday,cancelled,31
1008,HanoiStreet YY-09,GenZ,Trendy,cancelled,31
406,SaigonFlex UM-11,Streetwear,Balanced,delivered,31
2239,VietMotion RP-36,Outdoor,Activewear,shipped,31
1326,VietMode RP-18,Outdoor,Activewear,cancelled,31
2126,PhoenixWear UR-02,Streetwear,Standard,delivered,31
1920,UrbanVN MA-13,Casual,All-weather,paid,31
1597,VietMode RS-35,Outdoor,Premium,cancelled,31
788,HanoiStreet RP-76,Outdoor,Activewear,cancelled,31
1774,SaigonCore UE-09,Streetwear,Performance,delivered,31
2070,UrbanVN UC-05,Streetwear,Everyday,returned,31
797,HanoiStreet RS-01,Outdoor,Premium,returned,31
501,SaigonFlex UM-06,Streetwear,Balanced,cancelled,31
